Position,Gross
INT-AIDE; INTERVENTION AIDE,"$31,468.58"
INT-AIDE; INTERVENTION AIDE,"$31,467.35"
INT-AIDE; INTERVENTION AIDE,"$31,454.80"
FOOD SVC WORKER; FOOD-SVC,"$31,422.89"
INT-AIDE; INTERVENTION AIDE,"$31,410.72"
DRIVER; TRANS DRIVER,"$31,396.56"
INT-AIDE; INTERVENTION AIDE,"$31,365.38"
INT-AIDE; INTERVENTION AIDE,"$31,351.06"
INTERVENTION AIDE,"$31,322.56"
INTERVENTION AIDE,"$31,322.56"
INTERVENTION AIDE,"$31,322.56"
INTERVENTION AIDE,"$31,322.56"
INT-AIDE; INTERVENTION AIDE,"$31,318.16"
INT-AIDE; INTERVENTION AIDE,"$31,315.15"
DRIVER; TRANS DRIVER,"$31,301.49"
DRIVER; TRANS DRIVER,"$31,279.04"
INT-AIDE; INTERVENTION AIDE,"$31,225.81"
INT-AIDE; INTERVENTION AIDE,"$31,203.10"
FOOD SVC WORKER; FOOD-SVC,"$31,154.19"
INT-AIDE; INTERVENTION AIDE,"$31,141.94"
CLAS-NON; MONITOR/AIDE,"$31,101.72"
DRIVER; TRANS DRIVER,"$31,097.80"
DRIVER; TRANS DRIVER,"$31,037.77"
DRIVER; TRANS DRIVER,"$31,037.13"
INT-AIDE; INTERVENTION AIDE,"$31,022.32"
FOOD SVC WORKER; FOOD-SVC,"$31,001.11"
ADMIN,"$30,942.90"
ADMIN,"$30,942.90"
ADMIN,"$30,942.90"
DRIVER; LT-PLCMT,"$30,934.03"
CLAS-NON; MONITOR/AIDE,"$30,924.46"
INT-AIDE; INTERVENTION AIDE,"$30,920.97"
TEACHER,"$30,916.60"
DRIVER; TRANS DRIVER,"$30,879.20"
CMF,"$30,855.83"
CLAS-NON,"$30,855.73"
INT-AIDE; INTERVENTION AIDE,"$30,779.36"
INT-AIDE; INTERVENTION AIDE,"$30,779.36"
INT-AIDE; INTERVENTION AIDE,"$30,779.36"
FOOD SVC WORKER; FOOD-SVC,"$30,768.24"
DRIVER; TRANS DRIVER,"$30,738.28"
INT-AIDE; INTERVENTION AIDE,"$30,730.40"
FOOD-SVC,"$30,694.67"
INT-AIDE; INTERVENTION AIDE,"$30,693.68"
INT-AIDE,"$30,691.82"
TEACHER,"$30,674.10"
INT-AIDE; INTERVENTION AIDE,"$30,644.82"
INT-AIDE; INTERVENTION AIDE,"$30,608.00"
DRIVER; TRANS DRIVER,"$30,529.33"
INTERVENTION AIDE,"$30,522.32"
INTERVENTION AIDE,"$30,522.32"
CLAS-NON,"$30,507.76"
TEACHER,"$30,441.60"
CLERKS,"$30,322.28"
INT-AIDE; INTERVENTION AIDE,"$30,312.48"
CLAS-NON; MONITOR/AIDE,"$30,291.24"
INT-AIDE; INTERVENTION AIDE,"$30,281.60"
TEACHER,"$30,262.97"
DRIVER; TRANS DRIVER,"$30,256.80"
LIBRARY AIDE,"$30,246.24"
DRIVER; TRANS DRIVER,"$30,227.79"
INT-AIDE; INTERVENTION AIDE,"$30,165.38"
INT-AIDE; INTERVENTION AIDE,"$30,143.83"
INT-AIDE; INTERVENTION AIDE,"$30,107.76"
CLAS-NON,"$30,090.08"
DRIVER; TRANS DRIVER,"$30,060.83"
FOOD SVC WORKER; FOOD-SVC,"$30,039.55"
INT-AIDE,"$30,030.48"
INT-AIDE; LT-PLCMT; SUB-CLAS,"$29,953.74"
FOOD SVC WORKER; FOOD-SVC,"$29,953.24"
DRIVER; TRANS DRIVER,"$29,921.65"
DRIVER; TRANS DRIVER,"$29,895.90"
INTERVENTION AIDE,"$29,863.20"
INTERVENTION AIDE,"$29,863.20"
CLAS-NON; CLERKS,"$29,796.00"
CLAS-NON,"$29,784.72"
CLAS-NON; JOB COACH AIDE,"$29,763.51"
LIBRARY/MEDIA SPC ES; TEACHER,"$29,727.09"
DRIVER; TRANS DRIVER,"$29,672.31"
DRIVER; TRANS DRIVER,"$29,651.94"
INT-AIDE; INTERVENTION AIDE,"$29,629.04"
FOOD SVC MANAGER; FOOD-SVC,"$29,600.21"
INT-AIDE; INTERVENTION AIDE,"$29,599.94"
INTERVENTION AIDE,"$29,421.40"
GUIDANCE COUNSELOR ES 191; TEACHER,"$29,405.67"
FOOD SVC MANAGER; FOOD-SVC,"$29,321.25"
SUB-CLAS; SUPERVISOR SERS,"$29,273.80"
FOOD SVC WORKER; FOOD-SVC,"$29,229.95"
CLAS-NON; LT-PLCMT; SECRETARY 183,"$29,169.01"
INT-AIDE; INTERVENTION AIDE,"$29,167.40"
FOOD SVC WORKER; FOOD-SVC,"$29,163.95"
INT-AIDE; INTERVENTION SPECIALIST-0; TEACHER,"$29,099.12"
INT-AIDE; INTERVENTION AIDE,"$29,042.46"
CLAS-NON; SECRETARY 183,"$28,976.78"
INT-AIDE,"$28,970.78"
LIBRARY AIDE,"$28,874.55"
ADMIN; STRS MENTAL HEALTH SPC,"$28,833.33"
CLAS-NON; MONITOR/AIDE,"$28,817.64"
TEACHER,"$28,776.48"
CLAS-NON; MONITOR/AIDE,"$28,761.05"
DRIVER; TRANS DRIVER,"$28,711.79"
DRIVER; TRANS DRIVER,"$28,622.01"
INT-AIDE; INTERVENTION AIDE,"$28,528.48"
CMF,"$28,496.61"
INTERVENTION SPECIALIST; TEACHER,"$28,486.68"
TEACHER,"$28,486.68"
TEACHER,"$28,486.68"
CLAS-NON,"$28,421.12"
LITERACY SPECIALIST; TEACHER,"$28,322.64"
FOOD SVC WORKER; FOOD-SVC,"$28,161.74"
FOOD-SVC,"$28,134.49"
FOOD SVC WORKER; FOOD-SVC,"$28,113.51"
DRIVER; TRANS DRIVER,"$28,106.45"
TEACHER,"$27,994.68"
INT-AIDE; INTERVENTION AIDE,"$27,948.58"
INTERVENTION SPECIALIST; TEACHER,"$27,907.44"
MONITOR/AIDE,"$27,864.80"
LIBRARY AIDE,"$27,864.80"
FOOD SVC WORKER; FOOD-SVC,"$27,802.89"
TEACHER,"$27,757.06"
CLAS-NON,"$27,703.80"
FOOD SVC WORKER; FOOD-SVC,"$27,700.85"
DRIVER; TRANS DRIVER,"$27,658.39"
FOOD SVC WORKER; FOOD-SVC,"$27,654.76"
NETWORK SPECIALIST,"$27,614.25"
DRIVER; TRANS DRIVER,"$27,565.98"
FOOD SVC WORKER; FOOD-SVC,"$27,560.80"
CLAS-NON; SUB-CLAS,"$27,472.46"
CMF,"$27,458.82"
INTERVENTION SPECIALIST; TEACHER,"$27,328.56"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$27,259.25"
CMF; CUSTODIAN-0,"$27,252.81"
FOOD SVC WORKER; FOOD-SVC,"$27,190.88"
DRIVER; TRANS DRIVER,"$27,172.40"
FOOD SVC WORKER; FOOD-SVC,"$27,137.30"
DRIVER; TRANS DRIVER,"$27,097.47"
CLAS-NON; CLERKS,"$27,052.86"
CLAS-NON; MONITOR/AIDE,"$26,917.04"
DRIVER; SUB-CLAS; TRANS DRIVER,"$26,897.49"
ADMIN; STRS MENTAL HEALTH SPC,"$26,888.90"
DRIVER; TRANS DRIVER,"$26,615.07"
CLAS-NON,"$26,609.88"
DRIVER; SUB-CLAS; TRANS DRIVER,"$26,582.39"
INT-AIDE; MONITOR/AIDE,"$26,553.04"
DRIVER; TRANS DRIVER,"$26,529.59"
INTERVENTION AIDE,"$26,494.09"
ADMIN; STRS MENTAL HEALTH SPC,"$26,388.90"
TEACHER,"$26,387.68"
DRIVER; TRANS DRIVER,"$26,296.65"
CUSTODIAN; EL SPECIALIST; TEACHER,"$26,269.54"
INT-AIDE; INTERVENTION AIDE,"$26,258.81"
CMF,"$26,253.19"
DRIVER; TRANS DRIVER,"$26,188.77"
TEACHER,"$26,053.02"
FOOD SVC WORKER; FOOD-SVC,"$26,018.75"
INT-AIDE; INTERVENTION AIDE,"$26,005.58"
INT-AIDE; INTERVENTION AIDE,"$25,951.17"
TEACHER,"$25,933.20"
INTERVENTION SPECIALIST; TEACHER,"$25,771.56"
TEACHER,"$25,771.56"
FOOD SVC WORKER; FOOD-SVC,"$25,650.71"
MONITOR/AIDE,"$25,599.87"
DRIVER; TRANS DRIVER,"$25,583.62"
ADMIN,"$25,555.56"
DRIVER; TRANS DRIVER,"$25,533.97"
ADMIN; STRS MENTAL HEALTH SPC,"$25,500.00"
ADMIN; STRS MENTAL HEALTH SPC,"$25,500.00"
ADMIN; STRS MENTAL HEALTH SPC,"$25,500.00"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$25,388.49"
FOOD SVC WORKER; FOOD-SVC,"$25,309.45"
FOOD SVC WORKER; FOOD-SVC,"$25,286.87"
CLAS-NON; SUB-CLAS,"$25,278.04"
MONITOR/AIDE,"$25,229.60"
FOOD SVC WORKER; FOOD-SVC,"$25,133.54"
FOOD SVC WORKER; FOOD-SVC,"$25,095.51"
TEACHER,"$25,081.80"
INTERVENTION SPECIALIST; TEACHER,"$25,079.20"
INT-AIDE; INTERVENTION AIDE,"$25,046.81"
CLAS-NON,"$25,005.12"
TEACHER,"$24,934.87"
TEACHER,"$24,885.70"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$24,772.11"
FOOD SVC WORKER; FOOD-SVC,"$24,742.18"
CLAS-NON,"$24,634.24"
ESC-CERT; INTERN,"$24,528.00"
ESC-CERT; INTERN,"$24,528.00"
DRIVER,"$24,521.91"
FOOD SVC WORKER; FOOD-SVC,"$24,481.98"
CMF,"$24,452.45"
CMF; CUSTODIAN,"$24,420.63"
FOOD-SVC; INT-AIDE; INTERVENTION AIDE,"$24,353.19"
CLERKS,"$24,282.64"
CLAS-NON; FOOD-SVC; MONITOR/AIDE,"$24,244.46"
FOOD-SVC,"$24,239.87"
FOOD SVC WORKER; FOOD-SVC,"$24,176.04"
DRIVER; TRANS DRIVER,"$24,127.14"
INTERVENTION SPECIALIST,"$24,124.32"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$24,091.76"
INT-AIDE; SUB-CLAS,"$24,022.64"
INTERVENTION SPECIALIST; TEACHER,"$23,826.60"
INT-AIDE; INTERVENTION AIDE,"$23,823.28"
EL SPECIALIST PT/JS; LT-PLCMT; TEACHER,"$23,661.66"
INT-AIDE,"$23,652.80"
FOOD-SVC,"$23,563.26"
DRIVER; TRANS DRIVER,"$23,474.29"
FOOD SVC WORKER; FOOD-SVC,"$23,462.25"
TEACHER,"$23,379.36"
TEACHER,"$23,379.36"
INT-AIDE; INTERVENTION AIDE,"$23,298.27"
FOOD-SVC,"$23,257.72"
CLINIC AIDE; SUB-CLAS,"$23,228.44"
SUB-CLAS,"$23,123.04"
FOOD SVC WORKER; FOOD-SVC,"$23,068.42"
FOOD SVC WORKER; FOOD-SVC,"$23,034.64"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$23,014.92"
FOOD SVC WORKER; FOOD-SVC,"$22,999.16"
INT-AIDE,"$22,983.28"
CLAS-NON; MONITOR/AIDE,"$22,798.57"
MONITOR/AIDE,"$22,755.40"
ESC-CERT; INT-AIDE,"$22,725.94"
FOOD-SVC; LT-PLCMT,"$22,706.97"
FOOD SVC WORKER; FOOD-SVC,"$22,626.07"
TEACHER,"$22,527.96"
DRIVER; SUB-CLAS; TRANS DRIVER,"$22,340.61"
INT-AIDE,"$22,329.28"
CLAS-NON; SECRETARY 226,"$22,271.20"
CLAS-NON; SECRETARY 226,"$22,271.20"
CLAS-NON; SECRETARY 226,"$22,271.20"
TEACHER,"$22,258.52"
LT-PLCMT; SUB-CLAS,"$22,219.30"
INT-AIDE,"$22,202.26"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$22,195.76"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$22,195.48"
LT-PLCMT; SUB-CLAS,"$22,163.05"
DRIVER,"$22,159.75"
FOOD SVC WORKER; FOOD-SVC,"$22,142.56"
TEACHER; TEACHER-0,"$22,113.94"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$22,108.21"
INTERVENTION SPECIALIST; TEACHER,"$22,103.52"
TEACHER,"$22,103.52"
TEACHER,"$22,103.52"
INT-AIDE,"$22,018.72"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,991.13"
DRIVER,"$21,953.25"
FOOD SVC WORKER; FOOD-SVC,"$21,935.95"
FOOD-SVC,"$21,879.73"
MONITOR/AIDE,"$21,859.28"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,818.80"
TEACHER,"$21,676.92"
LT-PLCMT,"$21,605.44"
TEACHER; TEACHER-0,"$21,601.44"
INT-AIDE; INTERVENTION AIDE; SUB-CLAS,"$21,590.15"
TEACHER,"$21,586.14"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,534.52"
CLAS-NON,"$21,530.96"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,495.78"
CLAS-NON,"$21,413.44"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,391.31"
INTERVENTION SPECIALIST; TEACHER,"$21,375.44"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,373.08"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$21,333.30"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$21,333.30"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,333.24"
LT-PLCMT; SUB-CLAS,"$21,306.98"
EL SPECIALIST-0; TEACHER,"$21,193.48"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,175.62"
FOOD SVC WORKER; FOOD-SVC,"$21,166.37"
INT-AIDE,"$21,034.16"
CLAS-NON; SECRETARY 226,"$21,032.64"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$21,019.60"
LT-PLCMT,"$20,992.54"
TEACHER,"$20,875.52"
DRIVER,"$20,863.76"
LT-PLCMT; SUB-CLAS,"$20,852.28"
INTERVENTION AIDE; LT-PLCMT,"$20,827.22"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$20,823.12"
INTERVENTION SPECIALIST; TEACHER,"$20,791.16"
INT-AIDE; INTERVENTION AIDE,"$20,717.63"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$20,696.62"
SUP-ATHL,"$20,679.00"
FOOD SVC WORKER; FOOD-SVC,"$20,661.34"
LT-PLCMT,"$20,644.55"
INT-AIDE,"$20,617.84"
EL SPECIALIST; TEACHER,"$20,611.16"
CLAS-NON; LT-PLCMT; MONITOR/AIDE,"$20,584.40"
ESC-CLAS; LT-PLCMT,"$20,581.37"
SUB-CLAS,"$20,520.71"
TEACHER; TEACHER PT/JS,"$20,494.44"
DRIVER,"$20,487.77"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$20,463.12"
INT-AIDE,"$20,459.20"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT; SUB-CLAS,"$20,420.43"
INT-AIDE; LT-PLCMT; SUB-CLAS,"$20,395.45"
FOOD SVC WORKER; FOOD-SVC,"$20,383.48"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$20,316.26"
FOOD SVC WORKER; FOOD-SVC,"$20,225.02"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$20,217.32"
LT-PLCMT,"$20,183.80"
SUB-CLAS,"$20,164.20"
CLAS-NON,"$20,133.50"
INTERVENTION SPECIALIST-0; TEACHER,"$20,051.98"
CMF,"$20,008.61"
TEACHER,"$19,986.82"
ESC-CERT; INT-AIDE,"$19,956.24"
FOOD SVC WORKER; FOOD-SVC,"$19,922.99"
TEACHER,"$19,902.48"
CLAS-NON; MONITOR/AIDE,"$19,885.16"
FOOD SVC WORKER; FOOD-SVC,"$19,849.11"
CLERKS,"$19,820.26"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT; SUB-CLAS,"$19,766.64"
FOOD SVC WORKER; FOOD-SVC,"$19,725.38"
LT-PLCMT,"$19,647.85"
LT-PLCMT,"$19,623.30"
SUP-ATHL,"$19,592.30"
LT-PLCMT,"$19,591.73"
FOOD SVC MANAGER; FOOD-SVC,"$19,556.12"
FOOD SVC WORKER; FOOD-SVC,"$19,447.79"
MONITOR/AIDE,"$19,440.66"
LT-PLCMT,"$19,413.84"
LT-PLCMT,"$19,382.61"
LT-PLCMT; SUB-CLAS,"$19,320.84"
CMF; CUSTODIAN-0,"$19,290.04"
DRIVER,"$19,256.12"
INT-AIDE; INTERVENTION AIDE-0; LT-PLCMT,"$19,235.97"
CLAS-NON; LT-PLCMT; SECRETARY 183,"$19,189.58"
TEACHER; TEACHER-0,"$19,176.36"
LT-PLCMT,"$19,176.18"
MONITOR/AIDE,"$19,153.29"
INTERVENTION AIDE; LT-PLCMT,"$19,147.24"
LT-PLCMT; SUB-CLAS,"$19,142.98"
LT-PLCMT,"$19,118.74"
LT-PLCMT,"$19,110.40"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$19,103.29"
LT-PLCMT,"$19,100.77"
LT-PLCMT,"$19,093.98"
LT-PLCMT,"$18,999.48"
CLAS-NON; MONITOR/AIDE,"$18,989.38"
INT-AIDE; INTERVENTION AIDE-0; LT-PLCMT,"$18,951.24"
TEACHER,"$18,923.12"
MONITOR/AIDE,"$18,903.86"
LT-PLCMT,"$18,884.48"
LT-PLCMT,"$18,854.10"
LT-PLCMT,"$18,846.43"
LT-PLCMT,"$18,843.46"
ESC-CLAS,"$18,788.00"
LT-PLCMT,"$18,778.90"
LT-PLCMT,"$18,755.36"
LT-PLCMT,"$18,700.30"
LT-PLCMT,"$18,690.47"
LT-PLCMT,"$18,681.96"
CLAS-NON; MONITOR/AIDE,"$18,649.99"
CLERKS,"$18,645.58"
LT-PLCMT,"$18,639.45"
LT-PLCMT,"$18,637.34"
LT-PLCMT,"$18,604.48"
LT-PLCMT,"$18,585.13"
LT-PLCMT,"$18,543.18"
TEACHER,"$18,512.62"
LT-PLCMT,"$18,499.48"
INTERVENTION SPECIALIST; TEACHER,"$18,489.36"
INTERVENTION SPECIALIST; TEACHER,"$18,485.12"
LT-PLCMT,"$18,478.22"
INTERVENTION SPECIALIST-0; TEACHER,"$18,476.44"
TEACHER,"$18,460.12"
FOOD SVC WORKER; FOOD-SVC; SUB-CLAS,"$18,454.56"
TEACHER,"$18,435.12"
FOOD SVC WORKER; FOOD-SVC,"$18,415.19"
LT-PLCMT,"$18,405.97"
FOOD SVC WORKER; FOOD-SVC,"$18,349.38"
LT-PLCMT; SUB-CLAS,"$18,339.35"
INTERVENTION SPECIALIST-0; TEACHER,"$18,321.44"
LT-PLCMT,"$18,320.14"
LT-PLCMT,"$18,295.08"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$18,288.24"
LT-PLCMT; SUB-CLAS,"$18,282.50"
LT-PLCMT,"$18,274.34"
FOOD SVC WORKER; FOOD-SVC,"$18,209.11"
LT-PLCMT,"$18,168.58"
LT-PLCMT; SUB-CLAS,"$18,144.38"
LT-PLCMT,"$18,095.08"
LT-PLCMT,"$18,089.60"
LT-PLCMT; SUB-CLAS,"$18,068.24"
DRIVER,"$18,066.87"
FOOD SVC WORKER; FOOD-SVC,"$18,066.69"
LT-PLCMT,"$18,039.72"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$18,016.92"
LT-PLCMT,"$17,935.48"
FOOD SVC WORKER; FOOD-SVC,"$17,918.76"
LT-PLCMT; SUB-CLAS,"$17,880.37"
SUB-CLAS,"$17,861.75"
TEACHER; TEACHER-0,"$17,856.44"
INTERVENTION SPECIALIST-0; TEACHER,"$17,856.44"
TEACHER; TEACHER-0,"$17,856.44"
DRIVER; SUB-CLAS,"$17,806.77"
TEACHER; TEACHER-0,"$17,778.94"
INT-AIDE,"$17,775.28"
TEACHER; TEACHER-0,"$17,768.94"
LT-PLCMT,"$17,755.20"
TEACHER; TEACHER-0,"$17,728.94"
LT-PLCMT; SUB-CLAS,"$17,723.41"
TEACHER; TEACHER-0,"$17,701.44"
TEACHER; TEACHER-0,"$17,701.44"
INTERVENTION SPECIALIST-0; TEACHER,"$17,701.44"
TEACHER; TEACHER-0,"$17,701.44"
TEACHER; TEACHER-0,"$17,701.44"
TEACHER; TEACHER-0,"$17,701.44"
LT-PLCMT,"$17,695.00"
LT-PLCMT; SUB-CLAS,"$17,671.11"
TEACHER; TEACHER-0,"$17,651.44"
LT-PLCMT,"$17,630.42"
LT-PLCMT,"$17,607.70"
FOOD SVC MANAGER; FOOD-SVC; LT-PLCMT,"$17,590.46"
LT-PLCMT,"$17,576.07"
FOOD SVC WORKER; FOOD-SVC,"$17,527.75"
LT-PLCMT,"$17,502.96"
LT-PLCMT; SUB-CLAS,"$17,500.76"
INT-AIDE,"$17,491.53"
LT-PLCMT,"$17,456.50"
LT-PLCMT,"$17,423.10"
MONITOR/AIDE,"$17,415.46"
INT-AIDE; INTERVENTION AIDE-0; LT-PLCMT,"$17,324.64"
CMF,"$17,236.58"
LT-PLCMT,"$17,232.06"
LT-PLCMT; SUB-CLAS,"$17,229.23"
LT-PLCMT,"$17,221.95"
LT-PLCMT; SUB-CLAS,"$17,210.15"
FOOD SVC WORKER; FOOD-SVC,"$17,189.11"
CLINIC AIDE; INT-AIDE,"$17,171.00"
LT-PLCMT,"$17,129.79"
CLAS-NON; MONITOR/AIDE,"$17,119.96"
LT-PLCMT,"$17,103.51"
INT-AIDE; INTERVENTION AIDE; SUB-CLAS,"$17,096.47"
FOOD SVC WORKER; FOOD-SVC,"$17,024.64"
INT-AIDE,"$16,991.21"
LT-PLCMT,"$16,947.05"
MONITOR/AIDE,"$16,942.73"
MONITOR/AIDE,"$16,942.73"
LT-PLCMT,"$16,907.52"
FOOD SVC WORKER; FOOD-SVC,"$16,906.06"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$16,899.93"
LT-PLCMT,"$16,870.30"
FOOD SVC WORKER; FOOD-SVC,"$16,851.88"
LT-PLCMT,"$16,820.50"
LT-PLCMT; SUB-CLAS,"$16,813.36"
LT-PLCMT,"$16,760.06"
LT-PLCMT,"$16,736.01"
DRIVER; LT-PLCMT; SUB-CLAS; TRANS DRIVER,"$16,734.73"
FOOD SVC WORKER; FOOD-SVC,"$16,726.47"
TEACHER,"$16,713.79"
CLAS-NON; MONITOR/AIDE,"$16,712.59"
CLAS-NON; CLERKS,"$16,681.12"
SUB-CLAS,"$16,674.28"
FOOD SVC WORKER; FOOD-SVC,"$16,667.57"
LT-PLCMT,"$16,661.84"
LT-PLCMT,"$16,601.93"
LT-PLCMT; SUB-CLAS,"$16,575.27"
LT-PLCMT,"$16,508.17"
LT-PLCMT,"$16,486.49"
SUB-CLAS,"$16,465.81"
SUP-ATHL,"$16,374.00"
FOOD SVC WORKER; FOOD-SVC,"$16,328.60"
INT-AIDE; INTERVENTION AIDE; SUB-CLAS,"$16,326.38"
FOOD SVC WORKER; FOOD-SVC,"$16,317.00"
FOOD SVC WORKER; FOOD-SVC,"$16,294.70"
LT-PLCMT,"$16,246.61"
DRIVER,"$16,244.85"
DIRECTOR SERS,"$16,235.28"
CLAS-NON; MONITOR/AIDE,"$16,212.00"
DRIVER; TRANS DRIVER,"$16,211.34"
LT-PLCMT,"$16,062.37"
LT-PLCMT,"$16,025.48"
LT-PLCMT,"$15,974.39"
TEACHER; TEACHER PT/JS,"$15,973.76"
LT-PLCMT,"$15,905.23"
LT-PLCMT; SUB-CLAS,"$15,904.48"
LT-PLCMT,"$15,846.34"
FOOD SVC WORKER; FOOD-SVC,"$15,825.07"
TEACHER,"$15,716.90"
FOOD SVC WORKER; FOOD-SVC,"$15,637.81"
SUB-CLAS,"$15,615.00"
CLAS-NON; MONITOR/AIDE,"$15,556.03"
LT-PLCMT; SUB-CLAS,"$15,508.04"
LT-PLCMT,"$15,496.20"
DRIVER; TRANS DRIVER,"$15,494.83"
LT-PLCMT,"$15,385.37"
FOOD SVC WORKER; FOOD-SVC,"$15,297.44"
LT-PLCMT,"$15,285.98"
CLAS-NON; MONITOR/AIDE,"$15,273.93"
LT-PLCMT; SUB-CLAS,"$15,271.13"
LT-PLCMT,"$15,259.32"
CLAS-NON; MONITOR/AIDE,"$15,253.18"
INT-AIDE; INTERVENTION AIDE; SUB-CLAS,"$15,226.98"
FOOD SVC WORKER; FOOD-SVC,"$15,216.24"
CLINIC AIDE; INT-AIDE,"$15,185.28"
CLAS-NON; MONITOR/AIDE,"$15,170.65"
LT-PLCMT,"$15,168.75"
ADMIN,"$15,117.77"
FOOD SVC WORKER; FOOD-SVC,"$15,099.05"
LT-PLCMT,"$15,013.04"
LT-PLCMT; SUB-CLAS,"$14,994.44"
FOOD-SVC,"$14,962.43"
CLAS-NON,"$14,920.99"
CLAS-NON; MONITOR/AIDE,"$14,886.51"
CLAS-NON; DISPATCHER/CLERK,"$14,872.99"
LT-PLCMT; SUB-CLAS,"$14,860.46"
CLAS-NON; INT-AIDE; SUB-CLAS,"$14,806.78"
FOOD-SVC; SUB-CLAS,"$14,792.68"
DRIVER,"$14,747.62"
FOOD SVC WORKER; FOOD-SVC,"$14,671.83"
DRIVER; LT-PLCMT; SUB-CLAS; TRANS DRIVER,"$14,632.25"
ESC-CLAS; LT-PLCMT,"$14,622.27"
CMF,"$14,616.75"
FOOD-SVC,"$14,553.20"
SUP-ACAD,"$14,545.00"
LT-PLCMT,"$14,469.74"
FOOD SVC WORKER; FOOD-SVC,"$14,429.55"
SUP-ACAD,"$14,389.00"
FOOD SVC WORKER; FOOD-SVC,"$14,349.80"
LT-PLCMT,"$14,342.20"
LT-PLCMT; SUB-CLAS,"$14,335.06"
MONITOR/AIDE,"$14,317.92"
FOOD SVC WORKER; FOOD-SVC,"$14,313.10"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$14,297.62"
LT-PLCMT; SUB-CLAS,"$14,296.82"
LT-PLCMT; SUB-CLAS,"$14,278.97"
CLAS-NON; LT-PLCMT; MONITOR/AIDE,"$14,262.94"
LT-PLCMT,"$14,237.10"
LT-PLCMT; SUB-CLAS,"$14,143.97"
TEACHER,"$14,106.22"
LT-PLCMT,"$14,102.78"
FOOD SVC WORKER; FOOD-SVC,"$14,057.32"
CLAS-NON; SECRETARY 183,"$14,052.60"
FOOD SVC WORKER; FOOD-SVC,"$14,039.01"
FOOD-SVC,"$14,020.82"
FOOD SVC WORKER; FOOD-SVC,"$13,991.07"
SUP-ATHL,"$13,974.00"
FOOD SVC WORKER; FOOD-SVC,"$13,950.69"
FOOD SVC WORKER; FOOD-SVC,"$13,929.55"
FOOD SVC WORKER; FOOD-SVC,"$13,908.90"
FOOD SVC WORKER; FOOD-SVC,"$13,850.14"
FOOD-SVC,"$13,842.12"
SUB-CLAS,"$13,792.75"
LT-PLCMT,"$13,623.03"
INT-AIDE,"$13,587.60"
FOOD SVC WORKER; FOOD-SVC,"$13,570.43"
FOOD SVC WORKER; FOOD-SVC,"$13,541.30"
CLAS-NON; CLERKS,"$13,496.88"
CLAS-NON,"$13,488.01"
FOOD SVC WORKER; FOOD-SVC,"$13,487.11"
CLAS-NON,"$13,455.28"
LT-PLCMT; SUB-CLAS,"$13,411.32"
CLAS-NON; SECRETARY 183,"$13,406.58"
DRIVER,"$13,403.94"
INT-AIDE; INTERVENTION AIDE,"$13,399.12"
INT-AIDE; INTERVENTION AIDE,"$13,375.14"
LT-PLCMT,"$13,307.43"
SUB-CLAS,"$13,256.31"
FOOD SVC WORKER; FOOD-SVC,"$13,189.61"
INT-AIDE; INTERVENTION AIDE,"$13,188.64"
LT-PLCMT,"$13,171.67"
FOOD SVC WORKER; FOOD-SVC,"$13,142.44"
DRIVER,"$13,128.91"
LT-PLCMT,"$13,119.60"
CLINIC AIDE,"$13,096.56"
DRIVER; TRANS DRIVER,"$12,942.27"
FOOD SVC WORKER; FOOD-SVC,"$12,941.30"
